i_row 0: 4
i_row 1: 6
i_row 2: 6
i_row 3: 9
i_row 4: 6
i_row 5: 6
i_row 6: 9
i_row 7: 9
i_row 8: 9
i_row 9: 6
i_row 10: 6
i_row 11: 9
i_row 12: 9
i_row 13: 9
i_row 14: 9
i_row 15: 9
i_row 16: 6
i_row 17: 6
i_row 18: 9
i_row 19: 9
i_row 20: 9
i_row 21: 9
i_row 22: 9
i_row 23: 9
i_row 24: 9
i_row 25: 6
i_row 26: 6
i_row 27: 9
i_row 28: 9
i_row 29: 9
i_row 30: 9
i_row 31: 9
i_row 32: 9
i_row 33: 9
i_row 34: 9
i_row 35: 9
i_row 36: 6
i_row 37: 6
i_row 38: 9
i_row 39: 9
i_row 40: 9
i_row 41: 9
i_row 42: 9
i_row 43: 9
i_row 44: 9
i_row 45: 9
i_row 46: 9
i_row 47: 9
i_row 48: 9
i_row 49: 6
i_row 50: 6
i_row 51: 9
i_row 52: 9
i_row 53: 9
i_row 54: 9
i_row 55: 9
i_row 56: 9
i_row 57: 9
i_row 58: 9
i_row 59: 9
i_row 60: 9
i_row 61: 9
i_row 62: 9
i_row 63: 9
i_row 64: 4
i_row 65: 4
i_row 66: 4
i_row 67: 6
i_row 68: 6
i_row 69: 6
i_row 70: 6
i_row 71: 6
i_row 72: 6
i_row 73: 6
i_row 74: 6
i_row 75: 6
i_row 76: 6
i_row 77: 6
i_row 78: 6
i_row 79: 6
i_row 80: 6
